"name1","name2","street1","street2","city","state","zip","zip4","county","phone","intake_prompt","intake1","intake2","website","latitude","longitude","type_facility","mh","psy","rtcc","rtca","ores","ph","omh","cmhc","msmh","ipt","cft","gt","cbt","dbt","bmt","idd","tt","at","ect","tele","smon","smpd","smop","hi","res","phdt","op","vamc","sma","osg","lmg","tbg","ih","sf","md","mc","si","pi","mi","smha","swfs","scjj","sef","osf","clf","csbg","cmhg","vaf","cit","wi","ss","pa","ah","sp","co","gl","vet","adm","mf","cj","se","hv","trma","sed","smi","alz","ptsd","tbi","tay","ped","act","icm","cm","cdm","peer","coot","dec","es","fpsy","hs","imr","ipc","lad","nrt","nsc","prs","stu","sps","semp","sh","tpc","tcc","vrs","chld","yad","adlt","snr","itu","pvtp","pvtn","fqhc","vo","sumh","ccbhc","chlor","drope","fluph","halop","loxap","perph","pimoz","proch","thiot","thior","trifl","aripi","asena","brexp","carip","cloza","ilope","luras","olanz","olanzf","palip","queti","rispe","zipra","crt","emdr","kit","tms","peon","peoff","fg","pcf","dv","pefp","hivt","shb","shc","stdt","tbs","aot","ptm","msnh","f17","f19","f25","f28","f30","f31","f35","f36","f37","f4","f42","f43","f47","f66","f67","f70","f81","f92","n13","n18","n23","n24","n40"
"Hampton Newport News CSB","Child and Adol Outpatient Services","600 Medical Drive","","Hampton","VA","23666","","Hampton City","757-788-0600","","","","http://www.hnncsb.org/","37.0568191","-76.3883507","MH","1","","","","","","1","","","1","1","1","1","","1","","1","","","","1","","","","","","1","","","","1","","","1","1","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","1","","1","1","1","1","1","1","","","1","1","1","","1","","1","","","1","1","","","1","","","1","","","","","","","","","1","","","","","","1","1","1","1","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Dominion Choices Adol PHP/IOP","Falls Church","6565 Arlington Boulevard","Suite 506","Falls Church","VA","22042","","Fairfax","703-720-5527","","","","http://dominionhospital.com","38.8698411","-77.1703546","MH","1","","","","","1","","","","1","1","1","1","1","","1","1","1","","1","1","","","","","1","","","","","","","","1","","","1","1","1","","","","","","1","","","","","","","","1","","1","","","","","","","","","1","","","","","","","","","1","","1","","1","1","1","","1","","","","1","","1","1","","","","1","","1","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Mahogany Projek LLC","","2021 Cunningham Drive","Suite 216","Hampton","VA","23666","","Hampton City","757-655-3365","","","","http://","37.0465674","-76.3829913","MH","1","","","","","","1","","","1","1","1","1","","1","1","1","","","1","","1","","","","","1","","","","","","","1","1","","","1","","","1","","","","","","","","","","","","","","","1","","","","","","","1","","","","1","","1","","","","","","","1","","","1","","","","","","","","1","1","","","","","","1","1","1","1","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","",""
"Center for Child and Family Services","","2021 Cunningham Drive","Suite 400","Hampton","VA","23666","","Hampton City","757-838-1960","","","","http://www.kidsandfamilies.com","37.0465674","-76.3829913","MH","1","","","","","","1","","","1","1","1","1","","","1","1","","","","1","","","","","","1","","","","","","","1","1","1","1","1","","","1","1","","1","1","","","","","","1","","","1","1","","","","","","","","1","","","","1","","1","","","","","","","1","","","1","1","","","","","","","","","","","","","","1","1","1","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HCA Dominion Hospital","","2960 Sleepy Hollow Road","","Falls Church","VA","22044","2030","Fairfax","703-536-2000","","","","http://dominionhospital.com","38.869875","-77.157691","MH","1","1","","","","","","","","1","1","1","1","1","","1","1","1","1","1","1","","","1","","1","","","","","","","","1","1","1","1","1","1","","","","","","1","","","","","1","","","1","","","","","","","","","","1","1","1","","1","","","1","","","1","","1","","1","1","1","","1","","","","1","","1","1","","","","1","","1","1","1","1","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Northern Virginia Family Service","Multicultural Center","6400 Arlington Boulevard","Suite 110","Falls Church","VA","22042","","Fairfax","571-748-2800","","571-748-2818","","http://www.nvfs.org/","38.8727611","-77.160305","MH","1","","","","","","1","","","1","1","1","1","","","","1","","","","","1","","","","","1","","","","","","","1","1","1","","1","1","","","","","1","1","","","","","","1","1","","1","","","","","","","","","1","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","1","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","1","","","","","","1","","","","","","","","","","","","",""
"County of Loudoun MHSADS","Eastern Loudoun Office","21641 Ridgetop Circle","Suite 210","Sterling","VA","20166","","Loudoun","703-777-0377","Intakes","703-771-5100","703-771-5155","http://www.loudoun.gov","39.025427","-77.4080665","MH","1","","","","","","","1","","1","1","1","1","","","1","1","","","1","","1","","","","","1","","","","1","","","1","1","1","1","","","1","1","1","1","1","1","1","1","","1","","1","1","1","1","1","","","","","1","","","1","1","1","","1","","1","","","1","1","1","1","1","","","1","","1","1","","","","","1","1","","","","1","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Domariann Health and Wellness","","225 North Washington Street","3rd Floor","Alexandria","VA","22314","","Alexandria City","703-535-6800","","","","http://","38.807167","-77.046279","MH","1","","","","","","1","","","1","1","1","1","","1","1","1","","","","1","","","","","","1","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","","","","","1","","1","","1","1","","","1","","","","1","","","","","","1","","","1","1","1","1","","","","","","","","","","","","","1","","1","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Alexandria Community Services Board","","720 North Saint Asaph Street","","Alexandria","VA","22314","","Alexandria City","703-746-3400","","","","http://www.alexandriava.gov/DCHS","38.8123827","-77.0445004","MH","1","","","","","","","1","","1","1","1","1","1","","1","1","","","1","","1","","","","","1","","","","1","","","1","1","1","1","1","","1","1","","","1","1","1","1","","1","1","","","1","1","1","1","","","","","1","1","1","1","1","","1","","","","","1","1","1","","1","1","","1","","1","1","","1","1","","1","1","","","","1","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","","","","","","","","","","","",""
"Center for Discovery","Alexandria","209 Madison Street","Suite 3-B ","Alexandria","VA","22306","2825","Fairfax","844-546-2614","","","","http://www.centerfordiscoveryalexandria.com","38.8126936","-77.0404347","MH","1","","","","","1","","","","1","1","1","1","1","1","1","1","1","","","","1","","","","","1","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","1","1","","","","","","","1","","","","1","","","1","","","1","","","","1","","1","","","","","","","","","","","","","","","1","1","1","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Health Connect America","","6 Pidgeon Hill Drive","Suite 200","Sterling","VA","20165","","Loudoun","703-994-4809","","","","http://www.healthconnectamerica.com","39.0373216","-77.4127297","MH","1","","","","","","1","","","1","","1","1","1","1","1","1","","","","","1","","","","","1","","","","","","","1","","1","","1","1","1","1","1","1","1","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","1","","","1","1","1","1","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Multicultural Clinical Center","","46161 Westlake Drive","Suite 130","Sterling","VA","20165","","Loudoun","703-354-0000","","","","http://www.mccva.com/index.html","39.0354655","-77.4034479","MH","1","","","","","","1","","","1","1","1","1","1","1","1","1","","","","1","","","","","","1","","","","","","","1","1","","","","","1","1","1","1","1","1","1","1","","","","","","","1","1","","","","","1","","","1","1","1","","1","","1","1","","","","","","1","","","1","","","","","","","","","","","","","","","1","1","1","1","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","1","","","","","1","","","","","","","","","","","","","","",""
"Integrated Health Services LLC","","2 Eaton Street","Suite 1103","Hampton","VA","23669","","Hampton City","757-838-1894","","","","http://www.ihsva.com","37.0256708","-76.3412514","MH","1","","","","","","1","","","1","1","1","1","1","1","1","1","1","","1","","1","","","","","1","","","","","","","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","","","","","1","","","","","","","","","","","","","","","","","1","","","","","1","1","","1","","","","","","","1","","1","","","","1","","1","1","1","1","1","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"County of Loudoun MHSADS","Shenondoah Office","102 Heritage Way NE","Suite 302","Leesburg","VA","20177","","Loudoun","703-771-5100","","703-771-5155","","http://www.loudoun.gov","39.1143262","-77.5405219","MH","1","","","","","","","1","","1","1","1","1","","","1","1","","","1","","1","","","","","1","","","","1","","","1","1","1","1","","","1","1","1","1","1","1","1","1","","1","","1","1","1","1","1","","","","","1","","","1","1","1","","1","","1","","1","1","1","1","1","1","","","1","","1","1","","","","","1","1","","","","1","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Mount Rogers Community Services Board","Fernwood Counseling Center","6999 Carrollton Pike","Suite 1","Galax","VA","24333","6341","Galax City","276-238-9700","","","276-728-9184","http://","36.7006973","-80.8508732","MH","1","","","","","","","1","","1","1","1","1","1","1","1","1","","","","","1","","","","","1","","1","","","","","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","","1","1","1","","1","1","1","","1","1","1","","1","1","1","","1","","1","","1","1","1","","1","1","1","1","1","","1","1","","1","","1","1","1","1","1","","1","","1","1","1","1","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"North Spring Behavioral Healthcare","","42009 Victory Lane","","Leesburg","VA","20176","","Loudoun","703-777-0800","Intakes","703-554-6300","844-887-0100","http://www.northspringleesburg.com","39.1458809","-77.5465238","MH","1","1","","","","","","","","1","1","1","1","","1","","1","1","","1","1","","","1","1","1","","","","","","","","1","1","","1","1","1","1","1","1","1","1","1","","","","","1","","","1","1","1","","","","","","","","1","1","","","","","","","","","","","","","","1","1","","","","","","","","","1","","","","","","1","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","1","","","","","","","","","","","","","","","","","","",""
"Bon Secours Maryview Medical Center","Maryview Behavioral Medicine","3636 High Street","","Portsmouth","VA","23707","","Portsmouth City","757-398-2367 x2589","Intakes","757-398-2400","757-398-2200","http://bonsecours.org","36.8360332","-76.3472422","MH","1","1","","","","","","","","1","1","1","1","1","","1","","1","","","1","","","1","","","","","","","","","","1","1","1","1","1","1","1","1","","","1","1","","","1","1","1","","","1","","1","","","","","","","","","","1","","","","","","","1","1","1","1","1","1","","1","","","1","","","1","","1","1","","","","","","1","1","1","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Portsmouth Behavioral Healthcare Servs","","1811 King Street","","Portsmouth","VA","23704","","Portsmouth City","757-393-8618","","757-393-5357","","http://www.portsmouthva.gov/149/Behavioral-Healthcare","36.833835","-76.321109","MH","1","","","","","","1","","","1","1","1","1","1","1","1","1","","","1","","1","","","","","1","","","","1","","","1","1","1","","1","1","1","1","1","","1","1","1","1","","1","1","1","1","","","","","","","","","","1","","1","1","","","","","","","1","1","","1","1","","","1","1","","","","","","1","1","1","1","1","","1","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Timber Ridge School","Leary Educational Foundation Inc","1463 New Hope Road","","Cross Junction","VA","22625","","Frederick","540-888-3456","","","","http://www.timberridgeschool.org","39.376208","-78.311558","MH","1","","1","","","","","","","1","1","1","1","","1","1","1","1","","","1","","","","1","","","","","","","","","1","1","","1","1","","","1","1","1","1","1","","","","1","","","","","","1","","","","","1","","","1","1","","","","","","","","","1","","","","1","1","1","","","","","","","1","","1","1","","","","","1","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Childrens Hospital of the KD","CHKD Mental Health Service Line","601 Childrens Lane","","Norfolk","VA","23507","","Norfolk City","757-668-7525","","","","http://www.chkd.org","36.8621682","-76.3020325","MH","1","","","","","","1","","","1","1","1","1","1","1","","1","1","","1","1","","","","","","1","","","","","","","1","1","1","1","1","1","","1","","","1","1","","","","1","1","1","","1","1","1","1","","","1","","","1","1","1","","","1","1","1","1","","","1","1","","","1","1","1","","1","1","","","","","","1","","","","","","1","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Harbor Point Behavioral Health Center","","301 Fort Lane","","Portsmouth","VA","23704","2221","Portsmouth City","757-393-0061","Intakes","757-391-5927","757-391-5940","http://harborpointbhc.com/","36.8404739","-76.3077329","MH","1","","1","","","","","","","1","1","1","1","1","1","","","1","","1","1","","","","1","","","","","","","","","1","1","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","1","1","1","","","1","","","","","","","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Family Preservation Services","Galax Office","106 Calhoun Street","","Galax","VA","24333","","Galax City","276-238-8885","","","","http://www.fpscorp.com/","36.6603153","-80.9247268","MH","1","","","","","","1","","","1","1","1","1","","1","1","1","","","","","1","","","","","1","","","","","","","1","1","1","1","1","","","1","1","","1","1","","","","1","","","","","","1","","","","","","","","","1","1","","","","1","","","","","","","1","","","1","","","","","","","","","1","","","","","","1","1","1","1","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"In Home Clinical and Casework Services","","1711 Church Street","Suite D","Norfolk","VA","23504","","Norfolk City","757-623-8985","","","757-623-8986","http://www.ihccs-inc.com","36.8634497","-76.279862","MH","1","","","","","","","1","","1","1","1","1","","","","1","1","","","","1","","","","","1","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","","","","1","1","1","1","1","1","1","","1","1","1","1","","1","","","","","","1","","","1","","","1","","","","","","","1","","1","","","","","","1","1","1","1","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Norfolk Community Services Board","","7447 Central Business Park Drive","","Norfolk","VA","23513","","Norfolk City","757-756-5600","","","757-756-5619","http://www.norfolk.gov/NCSB","36.911488","-76.249641","MH","1","","","","","","1","","","1","1","1","1","","","","","","","","","1","","","","","1","","","","1","","","1","1","1","1","1","","1","1","1","","","1","1","1","","1","","1","","1","1","1","","","","","","","","","1","","","","","1","","","1","1","","","1","","","1","1","","","","","","","","1","","1","","","","1","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Wythe Youth and Family Services","","540 West Main Street","","Wytheville","VA","24382","","Wythe","276-223-3291","","","","http://www.mtrogerscsb.com","36.9469714","-81.0877898","MH","1","","","","","","1","","","1","1","1","1","1","1","1","1","1","","1","","1","","","","","1","","","","1","","","1","1","1","1","1","1","1","1","1","1","","1","","","","1","","1","1","","","1","1","","","1","1","","1","1","1","1","","1","1","1","1","","1","1","","","1","","","1","","","1","","","","1","1","1","","","","1","1","1","1","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Chesapeake Integrated","Behavioral Healthcare","224 Great Bridge Boulevard","","Chesapeake","VA","23320","","Chesapeake City","757-547-9334","","","","http://www.chesapeake.net","36.7355808","-76.2469162","MH","1","","","","","","","1","","1","1","1","1","1","1","1","1","","","1","","1","","","","","1","","","","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","","","","","1","","","","1","1","","","","","","1","1","1","","1","1","","","1","","1","","","","","1","","1","1","","","1","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Family Preservation Services","Southside Tidewater Office","1214 Progressive Drive","Suite 101","Chesapeake","VA","23320","","Chesapeake City","757-455-8300","","","","http://fpscorp.com/","36.765854","-76.229978","MH","1","","","","","","1","","","1","1","","1","","1","1","1","","","","","1","","","","","1","","","","","","","1","1","","1","1","1","","1","1","","","1","","","","","","1","","","","1","1","1","1","1","1","1","","1","1","1","","1","","1","","","","","","","","","","1","","","","","","","","","1","","","","","","1","1","1","1","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Barry Robinson Center","","443 Kempsville Road","","Norfolk","VA","23502","","Norfolk City","757-455-6100","","757-455-6100 x6138","","http://www.barryrobinson.org","36.8477524","-76.1924948","MH","1","","1","","","","","","","1","1","1","1","1","1","1","1","1","","1","1","","","","1","","1","","","","","","","1","1","","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","1","","","","1","1","","","1","","","","","1","1","","","","","1","1","","","","","","","","","","","","1","","","1","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Kempsville Center for Behavioral Hlth","Kempsville Center","860 Kempsville Road","","Norfolk","VA","23502","","Norfolk City","757-461-4565","","","877-409-2228","http://kempsvillecbh.com/","36.853049","-76.1896491","MH","1","1","","","","","","","","1","1","1","1","1","1","","1","1","","1","1","","","1","1","1","","","","","","","","1","1","","1","1","1","","1","","1","","","","","","1","1","","","1","","","","","","","","","","","1","","","","","","","","","","","","","1","1","","","","","","","","","","1","","","","","","1","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Brighter Futures Inc","","1349 Kempsville Road ","Suite 202","Virginia Beach","VA","23464","","Virginia Beach City","757-216-8350","","","","https://www.brighterfuturesinc.co/","36.797998","-76.17505","MH","1","","","","","","","1","","1","1","","1","","1","","","","","","1","","","","","","1","","","","","","","","1","","1","","","1","1","1","1","1","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Virginia Beach Dept of Human Services","Child and Youth Behavioral Health","297 Independence Boulevard","Pembroke 6, Suite 300","Virginia Beach","VA","23462","","Virginia Beach City","757-385-0850","","","","http://www.vbgov.com/government/departments/human-services/behavioral-health/Pages/Families-And-Chi","36.8448188","-76.1416437","MH","1","","","","","","","1","","1","1","1","1","1","1","1","1","","","","","1","","","","","1","","","","1","","","1","1","","1","1","1","1","1","1","","1","1","1","1","","1","1","1","","1","","1","","","","","1","","","1","1","","","1","","","","","","1","","","1","","","1","","","","","","","","1","1","","","","1","","1","1","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Mount Rogers Community Services Board","Grayson Youth and Family Services","108 Bedwell Street","","Independence","VA","24348","","Grayson","276-773-3515","","","","http://www.mountrogers.org","36.6195754","-81.1517284","MH","1","","","","","","","1","","1","1","1","1","1","1","1","1","1","","1","","1","","","","","1","","","","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","","","1","1","","","","","","","","","1","1","","","1","","1","","","","1","","","","","","1","","","","","","","","1","1","","","","1","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Cumberland Mountain Comm Servs Board","Tazewell County Satellite Office","526 West Main Street","","Tazewell","VA","24651","","Tazewell","276-988-7961","","276-964-6702","","http://www.cmcsb.com","37.1147246","-81.526185","MH","1","","","","","","1","","","1","","1","1","","","","1","","","1","","1","","","","","1","","","1","","","","1","1","1","","1","","1","","1","1","1","1","1","1","","1","","1","","1","","1","","","","","","","","","","","","","","","","","","1","","1","1","","1","1","","","","","","","","1","1","","","","1","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Family Preservation Services","Cedar Bluff Office","220 Clay Drive","","Pounding Mill","VA","24637","","Tazewell","276-963-3606","","","","http://www.fpscorp.com","37.0633021","-81.7396671","MH","1","","","","","","","1","","1","1","1","1","1","1","","1","","","","","1","","","","1","1","","","","","","","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","1","1","1","1","1","","1","","1","1","1","","1","","1","1","","","","","","1","","","1","","","","","","","","","1","","","","1","","1","1","1","1","1","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cumberland Mountain Comm Servs Board","","196 Cumberland Road","","Cedar Bluff","VA","24609","","Tazewell","276-964-6702","","","","http://www.cmcsb.com","37.009556","-81.7892137","MH","1","","","","","","1","","","1","","1","1","","","","1","","","1","","1","","","","","1","","","1","","","","1","1","1","","1","","1","","1","1","1","1","1","1","","1","","1","","1","","","","","","","","","","","","","","","","","","","","1","","","1","","1","1","","","","","","","","1","1","","","","1","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Cumberland Mountain Comm Servs Board","Buchanan County Satellite Office","Route 83 Slate Creek","","Grundy","VA","24614","","Buchanan","276-935-7154","","276-964-6702","","http://www.cmcsb.com","37.2856452","-82.0702976","MH","1","","","","","","1","","","1","","1","1","","","","1","","","1","","1","","","","","1","","","1","","","","1","1","1","","1","","1","","1","1","1","1","1","1","","1","","1","","1","","1","","","","","","","","","","","","","","","","","","1","","1","1","","1","1","","","","","","","","1","1","","","","1","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Highlands Community Services Board","Childrens Services","383 Baugh Lane NE","","Abingdon","VA","24210","3919","Washington","276-525-4361","Intakes","276-525-1550","276-525-1551","http://highlandscsb.org/","36.7285545","-81.9480615","MH","1","","","","","","","1","","","","1","1","","1","","","","","1","1","","","","","1","","","","1","","","","1","1","","","1","","1","","1","","","1","","1","","1","","1","","1","","","","","","","1","","","","1","","","","","","","","1","1","","","1","","1","","","","","","","","","","","","","1","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Highlands Community Services Board","Mental Health Outpatient Services","610 Campus Drive","Suite 100","Abingdon","VA","24210","","Washington","276-525-1550","","276-525-1550 x1553","","http://highlandscsb.org/","36.7107789","-81.9919142","MH","1","","","","","","1","","","1","1","1","1","1","1","1","1","1","","","","1","","","","","1","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","","1","","1","1","","","","1","","","1","1","1","","1","","","","","","","","1","1","","","1","","","","","","","","","1","1","","","","","1","1","1","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cumberland Mountain Comm Servs Board","Lebanon Office/Russell County","160 Rogers Street","","Lebanon","VA","24266","","Russell","276-889-3785","","276-964-6702","","http://www.cmcsb.com","36.9043175","-82.0773554","MH","1","","","","","","1","","","1","","1","1","","","","1","","","1","","1","","","","","1","","","1","","","","1","1","1","","1","","1","","1","1","1","1","1","1","","1","","1","","1","","1","","","","","","","","","","","","","","","","","","1","","1","1","","1","1","","","","","","","","1","1","","","","1","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Highlands Community Services Board","Childrens Services","102 Oakview Avenue","","Bristol","VA","24201","4359","Bristol","276-645-4700","Intakes","276-525-1550","276-525-1553","http://highlandscsb.org/","36.6072575","-82.1763505","MH","1","","","","","","1","","","1","1","1","1","1","1","","","","","1","1","","","","","","1","","","","1","","","1","1","","","","","","","","","","1","1","1","","1","","1","","1","","1","","","","","","","","","1","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Health Connect America","","616 Park Avenue NW","","Norton","VA","24273","1922","Norton City","276-644-7690","","","","http://www.healthconnectamerica.com","36.9345826","-82.6275906","MH","1","","","","","","1","","","1","1","1","1","1","1","1","1","1","","1","","1","","","","","1","","","","","","","1","1","1","1","1","1","1","1","1","","1","1","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","1","","","1","1","1","1","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Frontier Health","Scott County Mental Health Center","1006 U.S. Highway 23 North","","Weber City","VA","24290","","Scott","276-225-0976","","","","http://www.frontierhealth.org/","36.6064686","-82.5665133","MH","1","","","","","","","1","","1","1","1","1","1","1","1","1","","","1","1","","","","","","1","","","","","","","1","1","1","","1","1","1","","","","1","1","","1","","1","1","1","","1","","1","","","","","","","","","1","1","","","","","","1","","1","","","","","1","1","","","","","","","","1","1","","","","","","1","1","1","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Frontier Health","Wise County Behavioral Health","43 Champions Avenue","","Big Stone Gap","VA","24219","","Wise","276-523-8300","","276-534-8300","","http://www.frontierhealth.org/","36.8784637","-82.737736","MH","1","","","","","","","1","","1","1","1","1","1","1","1","1","","","1","1","","","","","","1","","","","","","","1","1","1","","1","1","1","","","","1","1","","","","1","1","1","","1","","1","","","","","","","","","1","1","","","","","","","","1","1","","1","","1","1","","1","1","","","","","1","1","","","","","","1","1","1","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
