"name1","name2","street1","street2","city","state","zip","zip4","county","phone","intake_prompt","intake1","intake2","website","latitude","longitude","type_facility","mh","psy","rtcc","rtca","ores","ph","omh","cmhc","msmh","ipt","cft","gt","cbt","dbt","bmt","idd","tt","at","ect","tele","smon","smpd","smop","hi","res","phdt","op","vamc","sma","osg","lmg","tbg","ih","sf","md","mc","si","pi","mi","smha","swfs","scjj","sef","osf","clf","csbg","cmhg","vaf","cit","wi","ss","pa","ah","sp","co","gl","vet","adm","mf","cj","se","hv","trma","sed","smi","alz","ptsd","tbi","tay","ped","act","icm","cm","cdm","peer","coot","dec","es","fpsy","hs","imr","ipc","lad","nrt","nsc","prs","stu","sps","semp","sh","tpc","tcc","vrs","chld","yad","adlt","snr","itu","pvtp","pvtn","fqhc","vo","sumh","ccbhc","chlor","drope","fluph","halop","loxap","perph","pimoz","proch","thiot","thior","trifl","aripi","asena","brexp","carip","cloza","ilope","luras","olanz","olanzf","palip","queti","rispe","zipra","crt","emdr","kit","tms","peon","peoff","fg","pcf","dv","pefp","hivt","shb","shc","stdt","tbs","aot","ptm","msnh","f17","f19","f25","f28","f30","f31","f35","f36","f37","f4","f42","f43","f47","f66","f67","f70","f81","f92","n13","n18","n23","n24","n40"
"Inova Fair Oaks Hospital","","3700 Joseph Siewick Drive","Suite 408","Fairfax","VA","22033","","Fairfax","703-391-3330","","703-289-7560","","http://www.inova.org","38.8836675","-77.3814989","MH","1","","","","","","1","","","1","1","","1","1","1","1","1","","","","","1","","","","","1","","","","","","","1","1","1","1","1","1","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","1","","1","1","","","","","","","1","1","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","",""
"PRS Inc","PRS Mount Vernon","8794S Sacramento Drive","","Alexandria","VA","22309","","Fairfax","703-360-8394","","","703-536-9000","http://prsinc.org","38.72135","-77.126856","MH","1","","","","","1","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","1","1","","","","","1","","","","1","1","","","","","","","","","","1","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","1","1","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Inova Kellar Center","","11204 Waples Mill Road","","Fairfax","VA","22030","","Fairfax","703-218-8500","","","703-218-2900","http://www.inova.org/healthcare-services/inova-kellar-center/index.jsp","38.8588219","-77.3323527","MH","1","","","","","","1","","","1","1","1","1","1","1","1","1","","","","1","","","","","1","1","","","","","","","1","1","","1","1","","1","1","","1","1","1","","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","1","1","1","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","","","","","1","","","","","","","","","","","","","","",""
"Northwestern Community Services","","158 Front Royal Pike","Suite 200","Winchester","VA","22602","","Frederick","540-667-8888","","","","http://www.nwcsb.com","39.1601974","-78.1566658","MH","1","","","","","","","1","","1","","1","1","","1","1","","1","","1","","1","","","","","1","","","","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","","1","","1","","","","","","","","","","","","","","","","","","1","","","1","1","","1","1","","","","","","","1","","","1","","1","","","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Engedi Therapy Services PLLC","","11747 Jefferson Avenue","Suite 2-B","Newport News","VA","23606","","Newport News City","757-867-5811","","","","http://www.engeditherapy.com","37.0828212","-76.4814591","MH","1","","","","","","1","","","1","1","1","1","1","","1","1","","","1","1","","","","","","1","","","","","","","1","","","","1","1","","","","","","","","","1","1","","","","","","1","1","1","1","1","","","1","1","","","","1","","1","","1","","","","","1","","","1","","","","","","","","","","","","","","","1","1","1","1","1","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Winchester Community MH Center Inc","PHP","36 Ricketts Drive","","Winchester","VA","22601","","Winchester City","540-535-1112","","","","http://winchestercmhc.com","39.1652632","-78.1722137","MH","1","","","","","","","1","","1","1","1","1","1","1","1","1","","","1","","1","","","","1","1","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","","","","1","1","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","","1","1","1","1","1","1","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","",""
"Colonial Behavioral Health","","3804 George Washington Mem Highway","","Yorktown","VA","23692","","York","757-898-7926","Intakes","757-898-7926 x504","757-220-3200 x135","http://www.colonialbh.org/","37.138201","-76.456747","MH","1","","","","","","1","","","1","1","1","1","1","1","1","1","","","1","1","","","","","","1","","","","1","","","1","1","1","1","1","1","1","1","1","","1","1","1","1","","","","1","1","1","","1","","1","1","1","","","","","","","","","","","","","","1","","","1","","","1","","1","","","","","","1","1","","","","","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Family Preservation Services","Peninsula Office","739 Thimble Shoals Boulevard","","Newport News","VA","23606","","Hampton City","757-838-8520","","","","http://www.fpscorp.com/","37.0828645","-76.4652478","MH","1","","","","","","1","","","1","1","","1","","1","1","1","","","","","1","","","","","1","","","","","","","1","1","","1","1","1","","1","1","","","1","","","","1","","1","","","","1","1","1","1","1","1","1","","1","1","1","","1","","1","","","","","","","1","","","1","","","","","","","","","1","","","","","","1","1","1","1","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Western Tidewater Comm Servs Board","","1000 Commercial Lane","","Suffolk","VA","23434","","Suffolk City","757-942-1069","Intakes","757-942-1990","757-942-1978","http://www.wtcsb.org","36.7787555","-76.5806606","MH","1","","","","","","","1","","1","1","1","1","1","1","1","1","","","1","","1","","","","","1","","1","","","","","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","","1","","","","1","","","1","","","","1","1","","","","1","","","1","1","","","1","","","1","","","","","","","","1","1","","","","","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Sentara Obici Hospital","Behavioral Health Services","2800 Godwin Boulevard","","Suffolk","VA","23434","","Suffolk City","757-934-4786","","","","http://www.sentara.com","36.7733025","-76.5808921","MH","1","1","","","","","","","","","","1","1","","","","","1","","","1","","","1","","","","","","","","","","1","1","1","1","1","1","1","","","","1","1","","","","1","","","","1","","","","","","","","","","","","1","","","","","","","","1","1","","","","","1","","","","","1","1","","1","","","","","1","","","1","1","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Winchester Medical Center","Behavioral Health Unit","1840 Amherst Street","","Winchester","VA","22601","","Winchester City","540-536-8140","","540-536-8152","","http://www.winchestermedicalcenter.com","39.1940173","-78.1934346","MH","1","1","","","","","","","","1","1","1","1","","","","","1","1","1","1","","","1","","","","","","","","","","1","1","1","","1","1","1","","","","","","","","","1","1","","","1","","","","","","","","1","","","","1","","","","","","","","","1","","","1","","1","","1","1","","","1","","1","1","","","","1","","","1","1","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Health Connect America","","5695 King Centre Drive","Suite B-101","Alexandria","VA","22315","","Fairfax","703-680-9527","","","","http://healthconnectamerica.com","38.7693853","-77.1327368","MH","1","","","","","","","1","","1","1","1","1","1","1","1","1","1","","","","1","","","","","1","","","","","","","1","1","","1","1","1","1","1","1","1","","","","","","1","","1","1","","1","1","1","","","1","1","","","1","1","1","","1","","1","","","","1","","","1","1","","1","","","","","","","","","1","","","1","","","1","1","1","1","","1","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Western Tidewater CSB","","135 South Saratoga Street","","Suffolk","VA","23434","","Suffolk City","757-935-5160","","757-942-1990","","http://www.wtcsb.org","36.728215","-76.585468","MH","1","","","","","","","1","","1","1","1","1","1","1","1","1","","","1","","1","","","","","1","","1","","","","","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","","1","","","","1","","","","","","","1","1","","","","1","","","1","1","","","1","","","1","","","","","","","","1","1","","","","","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Multicultural Clinical Center","","6563 Edsall Road","","Springfield","VA","22151","","Fairfax","703-354-0000","","","","http://www.mccva.com","38.8058496","-77.1711814","MH","1","","","","","","","1","","1","1","1","1","1","1","1","1","","","","","1","","","","","1","","","","","","","1","1","","","","","1","1","1","1","1","1","1","1","","","","","","1","1","1","","","","","1","","","1","1","1","","1","","1","1","","","","","","1","","","1","","","","","","","","","","","","","","","1","1","1","1","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","1","","","","","1","","","","","1","","","","","1","","","","",""
"Inova Mount Vernon Hospital","Behavioral Health Department","2501 Parkers Lane","","Alexandria","VA","22306","","Fairfax","703-664-7052","","703-289-7560","","http://www.inova.org","38.7397196","-77.0771323","MH","1","1","","","","","","","","","","1","","","1","","","1","1","1","1","","","1","","","","","","","","","","1","1","1","1","1","1","1","","1","","1","1","1","1","1","1","","","","1","","","","","","","","","","","","1","","","","","","","","1","1","","","1","","","","1","","","1","1","1","1","1","","","","1","","","1","1","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Center for Discovery","Alexandria","7809 Schelhorn Road","","Alexandria","VA","22306","2825","Fairfax","866-862-3631","","","","http://centerfordiscoveryalexandria.com","38.7455307","-77.0771098","MH","1","","","1","","","","","","1","1","1","1","1","","","","","","","","1","","","1","","","","","","","","","1","","","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","1","","1","1","","","","","","","","","","","","","","","1","1","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Inova Fairfax Hospital","Inpatient Psychiatric Unit","3300 Gallows Road","Professional Services Building","Falls Church","VA","22042","","Fairfax","703-776-3327","","703-289-7560","","http://www.inova.org/","38.8572","-77.2278068","MH","1","1","","","","","","","","1","","1","1","","","1","","1","1","1","1","","","1","","","","","","","","","","1","1","1","1","1","1","1","","","","","1","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","1","","1","","","1","1","","1","","","","","1","","1","1","1","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Northern Virginia MH Institute","","3302 Gallows Road","","Falls Church","VA","22042","","Fairfax","703-207-7100","","703-207-7170","","http://www.nvmhi.dbhds.virginia.gov","38.857767","-77.225925","MH","1","1","","","","","","","","1","","1","1","1","1","","1","1","","","1","","","1","","","","","1","","","","","1","","1","1","1","1","1","1","","1","1","1","1","1","","","","","1","1","1","","","","","","","","","","","1","","","","","","","","","","1","","1","","1","","","1","","1","","1","1","1","","","","1","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Fairfax/Falls Church Comm Servs Board","Merrifield Center","8221 Willow Oaks Corporation Drive","","Fairfax","VA","22031","","Fairfax","703-573-0523","","703-383-8500","","http://www.fairfaxcounty.gov/community-services-board/#gsc.tab=0","38.8637622","-77.2341098","MH","1","","","","","","","1","","1","1","1","1","1","1","1","1","1","","1","","1","","","","","1","","","","1","","","1","1","1","","1","1","1","1","","","1","1","1","1","","1","1","1","","1","1","1","","","","","","","","","1","1","","","","1","","","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Inova Behavioral Health","Mental Health/Partial Hospitalization","8221 Willow Oaks Corporate Drive","Suite 430","Fairfax","VA","22031","","Fairfax","703-289-7560","","","","http://www.inova.org/healthcare-services/behavioral-health/","38.8637246","-77.2339591","MH","1","","","","","","","","","1","1","1","1","1","","1","","1","","1","","1","","","","1","1","","","","","","","1","","1","1","1","1","","","","","","1","","","","1","1","","","1","","1","","","","","","1","","1","","1","","","","","","1","","1","","","","","","1","","","","","","","","1","1","","","","","","","1","1","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"Inova Behavioral Health","Psychiatric Assessment Center","8221 Willow Oaks Corporate Drive","Suite 4-420","Fairfax","VA","22031","","Fairfax","703-289-7560","","","","http://www.inova.org","38.8637246","-77.2339591","MH","1","","","","","","1","","","1","","","","","","","","","","","","1","","","","","1","","","","","","","1","1","1","1","1","1","","","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Inova Behavioral Health","Outpatient","8500 Executive Park Drive","Suite 202","Fairfax","VA","22031","","Fairfax","703-852-7020","","703-289-7560","","http://www.inova.org/healthcare-services/behavioral-health/","38.8677325","-77.2378659","MH","1","","","","","","1","","","1","1","","1","","","","1","","","","","1","","","","","1","","","","","","","1","1","1","1","1","1","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","1","1","1","","","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Inova Behavioral Health","Outpatient Services","6910 Richmond Highway","Suite 110","Alexandria","VA","22306","","Fairfax","703-660-8100","","703-289-7599","","http://www.inova.org/healthcare-services/behavioral-health/index.jsp","38.767978","-77.0836835","MH","1","","","","","","1","","","1","1","1","1","1","","1","1","","","","","1","","","","","1","","","","","","","1","1","1","","1","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Rappahannock General Hospital","Bridges Inpatient","101 Harris Drive","","Kilmarnock","VA","22482","","Northumberland","804-435-8490","Intakes","804-287-7836","844-622-6601","http://bonsecours.com/richmond","37.7014769","-76.386555","MH","1","1","","","","","","","","1","1","1","1","","","","","1","","1","1","","","1","","","","","","","","","","1","1","1","","1","1","1","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","1","","1","1","","","","1","","","1","1","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Rappahannock General Hospital","Bridges Structured Outpatient Program","113 Dmv Drive","","Kilmarnock","VA","22482","","Lancaster","804-435-9237","","","","http://","37.7001957","-76.3846642","MH","1","","","","","","1","","","1","1","1","1","","","1","","","","","1","","","","","","1","","","","","","","1","","1","","1","1","1","","","","","","","","1","","","","","","","1","","1","","","","1","","1","","1","","1","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","1","1","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Family and Youth Foundation","Counseling Services","3001 West Mercury Boulevard","","Hampton","VA","23666","","Hampton City","757-380-0385","","","","http://","37.0334589","-76.4152026","MH","1","","","","","","","1","","1","1","1","1","1","1","1","1","1","","","","1","","","","","1","","","","","","","1","1","1","1","1","1","1","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","1","","1","","","","1","","1","1","1","1","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Potomac Center Inc","","5500 Holmes Run Parkway","Suite C-4","Alexandria","VA","22304","","Alexandria City","703-379-7350","","","","http://www.mypotomaccenter.com","38.8178229","-77.1277322","MH","1","","","","","","1","","","1","1","1","1","","1","1","1","1","","1","","1","","","","","1","","","","","","","1","1","1","1","1","1","1","1","","1","","1","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","","","1","","1","","","","","","1","1","","","","1","","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","",""
"Riverside Behavioral Health Center","","2244 Executive Drive","","Hampton","VA","23666","2430","Hampton City","757-827-1001","","","757-827-3119","http://www.riversideonline.com/rbhc/","37.0537819","-76.3954699","MH","1","1","","","","","","","","1","","1","1","1","1","1","1","1","","1","1","","","1","1","","","","","","","","","1","1","1","1","1","1","1","1","","1","1","1","","","1","1","1","","","1","1","1","","1","1","","","","","1","1","1","","1","","","","","","1","","","","1","","1","","1","","","1","1","1","1","1","","","","1","","1","1","1","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Hampton Newport News CSB","Child and Adol Outpatient Services","600 Medical Drive","","Hampton","VA","23666","","Hampton City","757-788-0600","","","","http://www.hnncsb.org/","37.0568191","-76.3883507","MH","1","","","","","","1","","","1","1","1","1","","1","","1","","","","1","","","","","","1","","","","1","","","1","1","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","1","","1","1","1","1","1","1","","","1","1","1","","1","","1","","","1","1","","","1","","","1","","","","","","","","","1","","","","","","1","1","1","1","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Hampton Newport News CSB","Adult Comprehensive Outpt Servs","200 Medical Drive","Suites A and B","Hampton","VA","23666","","Hampton City","757-788-0200","Intakes","757-788-0227","757-788-0266","http://www.hnncsb.org","37.055219","-76.387613","MH","1","","","","","","1","","","1","1","1","1","1","1","","1","","","","1","","","","","","1","","","","1","","","1","1","1","1","1","1","1","1","1","","1","1","1","1","","1","1","","","1","","1","","1","","","","1","","1","","1","1","1","","","","","","","","","1","1","","1","","","1","","1","1","","1","","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Dominion Choices Adult PHP/IOP","","6565 Arlington Boulevard","Suite 101","Falls Church","VA","22042","","Fairfax","703-720-5500","Intakes","703-538-2872","703-720-5527","http://www.dominionhospital.com","38.8698411","-77.1703546","MH","1","","","","","1","","","","1","1","1","1","1","","1","1","1","","1","","1","","","","1","","","","","","","","1","","","1","1","1","","","","","","1","","","","","","","","1","","1","","","","","","","","1","","1","","1","","","","","","1","","1","","1","1","1","","1","","","","1","","1","1","","","","1","","","1","1","1","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Center for Child and Family Services","","2021 Cunningham Drive","Suite 400","Hampton","VA","23666","","Hampton City","757-838-1960","","","","http://www.kidsandfamilies.com","37.0465674","-76.3829913","MH","1","","","","","","1","","","1","1","1","1","","","1","1","","","","1","","","","","","1","","","","","","","1","1","1","1","1","","","1","1","","1","1","","","","","","1","","","1","1","","","","","","","","1","","","","1","","1","","","","","","","1","","","1","1","","","","","","","","","","","","","","1","1","1","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mahogany Projek LLC","","2021 Cunningham Drive","Suite 216","Hampton","VA","23666","","Hampton City","757-655-3365","","","","http://","37.0465674","-76.3829913","MH","1","","","","","","1","","","1","1","1","1","","1","1","1","","","1","","1","","","","","1","","","","","","","1","1","","","1","","","1","","","","","","","","","","","","","","","1","","","","","","","1","","","","1","","1","","","","","","","1","","","1","","","","","","","","1","1","","","","","","1","1","1","1","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","",""
"HCA Dominion Hospital","","2960 Sleepy Hollow Road","","Falls Church","VA","22044","2030","Fairfax","703-536-2000","","","","http://dominionhospital.com","38.869875","-77.157691","MH","1","1","","","","","","","","1","1","1","1","1","","1","1","1","1","1","1","","","1","","1","","","","","","","","1","1","1","1","1","1","","","","","","1","","","","","1","","","1","","","","","","","","","","1","1","1","","1","","","1","","","1","","1","","1","1","1","","1","","","","1","","1","1","","","","1","","1","1","1","1","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Northern Virginia Family Service","Multicultural Center","6400 Arlington Boulevard","Suite 110","Falls Church","VA","22042","","Fairfax","571-748-2800","","571-748-2818","","http://www.nvfs.org/","38.8727611","-77.160305","MH","1","","","","","","1","","","1","1","1","1","","","","1","","","","","1","","","","","1","","","","","","","1","1","1","","1","1","","","","","1","1","","","","","","1","1","","1","","","","","","","","","1","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","1","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","1","","","","","","1","","","","","","","","","","","","",""
"County of Loudoun MHSADS","Eastern Loudoun Office","21641 Ridgetop Circle","Suite 210","Sterling","VA","20166","","Loudoun","703-777-0377","Intakes","703-771-5100","703-771-5155","http://www.loudoun.gov","39.025427","-77.4080665","MH","1","","","","","","","1","","1","1","1","1","","","1","1","","","1","","1","","","","","1","","","","1","","","1","1","1","1","","","1","1","1","1","1","1","1","1","","1","","1","1","1","1","1","","","","","1","","","1","1","1","","1","","1","","","1","1","1","1","1","","","1","","1","1","","","","","1","1","","","","1","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Domariann Health and Wellness","","225 North Washington Street","3rd Floor","Alexandria","VA","22314","","Alexandria City","703-535-6800","","","","http://","38.807167","-77.046279","MH","1","","","","","","1","","","1","1","1","1","","1","1","1","","","","1","","","","","","1","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","","","","","1","","1","","1","1","","","1","","","","1","","","","","","1","","","1","1","1","1","","","","","","","","","","","","","1","","1","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Alexandria Community Services Board","","720 North Saint Asaph Street","","Alexandria","VA","22314","","Alexandria City","703-746-3400","","","","http://www.alexandriava.gov/DCHS","38.8123827","-77.0445004","MH","1","","","","","","","1","","1","1","1","1","1","","1","1","","","1","","1","","","","","1","","","","1","","","1","1","1","1","1","","1","1","","","1","1","1","1","","1","1","","","1","1","1","1","","","","","1","1","1","1","1","","1","","","","","1","1","1","","1","1","","1","","1","1","","1","1","","1","1","","","","1","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","","","","","","","","","","","",""
"Center for Discovery","Alexandria","209 Madison Street","Suite 3-B ","Alexandria","VA","22306","2825","Fairfax","844-546-2614","","","","http://www.centerfordiscoveryalexandria.com","38.8126936","-77.0404347","MH","1","","","","","1","","","","1","1","1","1","1","1","1","1","1","","","","1","","","","","1","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","1","1","","","","","","","1","","","","1","","","1","","","1","","","","1","","1","","","","","","","","","","","","","","","1","1","1","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Health Connect America","","6 Pidgeon Hill Drive","Suite 200","Sterling","VA","20165","","Loudoun","703-994-4809","","","","http://www.healthconnectamerica.com","39.0373216","-77.4127297","MH","1","","","","","","1","","","1","","1","1","1","1","1","1","","","","","1","","","","","1","","","","","","","1","","1","","1","1","1","1","1","1","1","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","1","","","1","1","1","1","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Fellowship Health Resources Inc","Access/Crisis Stabilization","1912 South Lorton Street","","Arlington","VA","22204","","Arlington","703-931-6400","","","","http://www.fhr.net/","38.852102","-77.089726","MH","1","","","1","","","","","","1","","1","1","1","1","","1","1","","","","1","","","1","","","","","","","","","","1","1","1","1","1","","","","","","","1","1","","1","","","1","","","1","1","1","1","","1","1","1","1","","1","","1","1","","","","","","","","","1","","1","","","","","","","1","1","1","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Multicultural Clinical Center","","46161 Westlake Drive","Suite 130","Sterling","VA","20165","","Loudoun","703-354-0000","","","","http://www.mccva.com/index.html","39.0354655","-77.4034479","MH","1","","","","","","1","","","1","1","1","1","1","1","1","1","","","","1","","","","","","1","","","","","","","1","1","","","","","1","1","1","1","1","1","1","1","","","","","","","1","1","","","","","1","","","1","1","1","","1","","1","1","","","","","","1","","","1","","","","","","","","","","","","","","","1","1","1","1","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","1","","","","","1","","","","","","","","","","","","","","",""
"Virginia Hospital Center","Behavioral Health Unit","1701 North George Mason Drive","","Arlington","VA","22205","","Arlington","703-558-6451","","703-558-6755","","http://www.virginiahospitalcenter.com","38.889116","-77.127632","MH","1","1","","","","","","","","1","","1","1","1","","1","1","1","1","","1","","","1","","","","","","","","","","1","1","1","1","1","1","1","","","","","1","1","1","1","","","","1","1","1","1","","1","1","1","","1","","1","","1","","1","","","","","","1","1","","","1","","","","","1","","1","1","","1","1","","","","1","","","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
